% This file contains dummy values for a thirtheenth row/column of chips. These
% are included as a bodge to make pgfplots produce actual heatmaps...
chip_x	chip_y	injected	extracted	dumped	routed	inj_rate	inj_period	pattern
0	0	7510	7510	0	112650	0.100000	160	complement
1	0	7510	7510	0	67590	0.100000	160	complement
2	0	7510	7510	0	30040	0.100000	160	complement
3	0	7510	7510	0	15020	0.100000	160	complement
4	0	7510	7510	0	52570	0.100000	160	complement
5	0	7510	7510	0	105130	0.100000	160	complement
6	0	7510	7510	0	112625	0.100000	160	complement
7	0	7510	7510	0	82590	0.100000	160	complement
8	0	7510	7510	0	30035	0.100000	160	complement
9	0	7510	7510	0	15020	0.100000	160	complement
10	0	7510	7510	0	52560	0.100000	160	complement
11	0	7510	7510	0	90105	0.100000	160	complement
12	0	0	0	0	0	0	0	0

0	1	7510	7508	0	67586	0.100000	160	complement
1	1	7510	7510	0	67590	0.100000	160	complement
2	1	7510	7510	0	22530	0.100000	160	complement
3	1	7510	7510	0	15020	0.100000	160	complement
4	1	7510	7510	0	15020	0.100000	160	complement
5	1	7510	7510	0	52570	0.100000	160	complement
6	1	7510	7510	0	82590	0.100000	160	complement
7	1	7510	7510	0	67580	0.100000	160	complement
8	1	7510	7510	0	37550	0.100000	160	complement
9	1	7510	7510	0	15020	0.100000	160	complement
10	1	7510	7510	0	15020	0.100000	160	complement
11	1	7510	7510	0	52565	0.100000	160	complement
12	1	0	0	0	0	0	0	0

0	2	7510	7506	0	30034	0.100000	160	complement
1	2	7510	7509	0	22528	0.100000	160	complement
2	2	7510	7510	0	15020	0.100000	160	complement
3	2	7510	7510	0	15020	0.100000	160	complement
4	2	7510	7510	0	15020	0.100000	160	complement
5	2	7510	7510	0	15020	0.100000	160	complement
6	2	7510	7510	0	30040	0.100000	160	complement
7	2	7510	7510	0	37545	0.100000	160	complement
8	2	7510	7510	0	30040	0.100000	160	complement
9	2	7510	7510	0	15020	0.100000	160	complement
10	2	7510	7510	0	15020	0.100000	160	complement
11	2	7510	7510	0	15020	0.100000	160	complement
12	2	0	0	0	0	0	0	0

0	3	7510	7510	0	15020	0.100000	160	complement
1	3	7510	7508	0	15018	0.100000	160	complement
2	3	7510	7510	0	15020	0.100000	160	complement
3	3	7510	7510	0	30040	0.100000	160	complement
4	3	7510	7510	0	37550	0.100000	160	complement
5	3	7510	7510	0	30040	0.100000	160	complement
6	3	7510	7510	0	15020	0.100000	160	complement
7	3	7510	7510	0	15020	0.100000	160	complement
8	3	7510	7510	0	15020	0.100000	160	complement
9	3	7510	7510	0	15020	0.100000	160	complement
10	3	7510	7510	0	22530	0.100000	160	complement
11	3	7510	7510	0	30035	0.100000	160	complement
12	3	0	0	0	0	0	0	0

0	4	7510	7510	0	52565	0.100000	160	complement
1	4	7510	7510	0	15020	0.100000	160	complement
2	4	7510	7510	0	15020	0.100000	160	complement
3	4	7510	7510	0	37550	0.100000	160	complement
4	4	7510	7510	0	67590	0.100000	160	complement
5	4	7510	7510	0	82610	0.100000	160	complement
6	4	7510	7510	0	52570	0.100000	160	complement
7	4	7510	7510	0	15020	0.100000	160	complement
8	4	7510	7510	0	15020	0.100000	160	complement
9	4	7510	7510	0	22530	0.100000	160	complement
10	4	7510	7510	0	67585	0.100000	160	complement
11	4	7510	7510	0	67580	0.100000	160	complement
12	4	0	0	0	0	0	0	0

0	5	7510	7510	0	90115	0.100000	160	complement
1	5	7510	7510	0	52565	0.100000	160	complement
2	5	7510	7510	0	15020	0.100000	160	complement
3	5	7510	7510	0	30040	0.100000	160	complement
4	5	7510	7510	0	82610	0.100000	160	complement
5	5	7510	7510	0	112650	0.100000	160	complement
6	5	7510	7510	0	105140	0.100000	160	complement
7	5	7510	7510	0	52570	0.100000	160	complement
8	5	7510	7505	0	15015	0.100000	160	complement
9	5	7510	7510	0	30035	0.100000	160	complement
10	5	7510	7510	0	67580	0.100000	160	complement
